port,description,risk_score,risk_reason
17234,Integrius Secure Tunnel Protocol,20,Open port default risk
17235,SSH Tectia Manager,20,Open port default risk
17500,Dropbox LanSync Protocol,20,Open port default risk
17555,Ailith management of routers,20,Open port default risk
17729,Eclipse Aviation,20,Open port default risk
17754,Encap. ZigBee Packets,20,Open port default risk
17755,ZigBee IP Transport Service,20,Open port default risk
17756,ZigBee IP Transport Secure Service,20,Open port default risk
17777,SolarWinds Orion,20,Open port default risk
18000,"Beckman Instruments, Inc.",20,Open port default risk
18104,RAD PDF Service,20,Open port default risk
18136,z/OS Resource Access Control Facility,20,Open port default risk
18181,OPSEC CVP,20,Open port default risk
18182,OPSEC UFP,20,Open port default risk
18183,OPSEC SAM,20,Open port default risk
18184,OPSEC LEA,20,Open port default risk
18185,OPSEC OMI,20,Open port default risk
18186,Occupational Health SC,20,Open port default risk
18187,OPSEC ELA,20,Open port default risk
18241,Check Point RTM,20,Open port default risk
18242,Checkpoint router monitoring,20,Open port default risk
18243,Checkpoint router state backup,20,Open port default risk
18262,GV NetConfig Service,20,Open port default risk
18463,AC Cluster,20,Open port default risk
18634,Reliable Datagram Service,20,Open port default risk
18635,Reliable Datagram Service over IP,20,Open port default risk
18668,Manufacturing Execution Systems Mesh Communication,20,Open port default risk
18769,IQue Protocol,20,Open port default risk
18881,Infotos,20,Open port default risk
18888,APCNECMP,20,Open port default risk
19000,iGrid Server,20,Open port default risk
19007,Scintilla protocol for device services,20,Open port default risk
19020,J-Link TCP/IP Protocol,20,Open port default risk
19191,OPSEC UAA,20,Open port default risk
19194,UserAuthority SecureAgent,20,Open port default risk
19220,Client Connection Management and Data Exchange Service,20,Open port default risk
19283,Key Server for SASSAFRAS,20,Open port default risk
19315,Key Shadow for SASSAFRAS,20,Open port default risk
19398,mtrgtrans,20,Open port default risk
19410,hp-sco,20,Open port default risk
19411,hp-sca,20,Open port default risk
19412,HP-SESSMON,20,Open port default risk
19539,FXUPTP,20,Open port default risk
19540,SXUPTP,20,Open port default risk
19541,JCP Client,20,Open port default risk
19788,Mesh Link Establishment,20,Open port default risk
19998,IEC 60870-5-104 process control - secure,20,Open port default risk
19999,Distributed Network Protocol - Secure,20,Open port default risk
20000,DNP,20,Open port default risk
20001,MicroSAN,20,Open port default risk
20002,Commtact HTTP,20,Open port default risk
20003,Commtact HTTPS,20,Open port default risk
20005,OpenWebNet protocol for electric network,20,Open port default risk
20012,Samsung Interdevice Interaction discovery,20,Open port default risk
20013,Samsung Interdevice Interaction,20,Open port default risk
20014,OpenDeploy Listener,20,Open port default risk
20034,NetBurner ID Port,20,Open port default risk
20046,TMOP HL7 Message Transfer Service,20,Open port default risk
20048,NFS mount protocol,20,Open port default risk
20049,Network File System (NFS) over RDMA,20,Open port default risk
20057,AvesTerra Hypergraph Transfer Protocol (HGTP),20,Open port default risk
20167,TOLfab Data Change,20,Open port default risk
20202,IPD Tunneling Port,20,Open port default risk
20222,iPulse-ICS,20,Open port default risk
20480,emWave Message Service,20,Open port default risk
20670,Track,20,Open port default risk
20999,At Hand MMP,20,Open port default risk
21000,IRTrans Control,20,Open port default risk
21010,Notezilla.Lan Server,20,Open port default risk
21212,Distributed artificial intelligence,20,Open port default risk
21221,Services for Air Server,20,Open port default risk
21553,Raima RDM TFS,20,Open port default risk
21554,MineScape Design File Server,20,Open port default risk
21590,VoFR Gateway,20,Open port default risk
21800,TVNC Pro Multiplexing,20,Open port default risk
21845,webphone,20,Open port default risk
21846,NetSpeak Corp. Directory Services,20,Open port default risk
21847,NetSpeak Corp. Connection Services,20,Open port default risk
21848,NetSpeak Corp. Automatic Call Distribution,20,Open port default risk
21849,NetSpeak Corp. Credit Processing System,20,Open port default risk
22000,SNAPenetIO,20,Open port default risk
22001,OptoControl,20,Open port default risk
22002,Opto Host Port 2,20,Open port default risk
22003,Opto Host Port 3,20,Open port default risk
22004,Opto Host Port 4,20,Open port default risk
22005,Opto Host Port 5,20,Open port default risk
22125,dCache Access Protocol,20,Open port default risk
22128,GSI dCache Access Protocol,20,Open port default risk
22222,EasyEngine is CLI tool to manage WordPress Sites on Nginx server,20,Open port default risk
22273,wnn6,20,Open port default risk
22305,CompactIS Tunnel,20,Open port default risk
22335,Initium Labs Security and Automation Control,20,Open port default risk
22343,CompactIS Secure Tunnel,20,Open port default risk
22347,WibuKey Standard WkLan,20,Open port default risk
22350,CodeMeter Standard,20,Open port default risk
22351,TPC/IP requests of copy protection software to a server,20,Open port default risk
22537,CaldSoft Backup server file transfer,20,Open port default risk
22555,Vocaltec Web Conference,20,Open port default risk
22763,Talika Main Server,20,Open port default risk
22800,Telerate Information Platform LAN,20,Open port default risk
22951,Telerate Information Platform WAN,20,Open port default risk
23000,Inova LightLink Server Type 1,20,Open port default risk
23001,Inova LightLink Server Type 2,20,Open port default risk
23002,Inova LightLink Server Type 3,20,Open port default risk
23003,Inova LightLink Server Type 4,20,Open port default risk
23004,Inova LightLink Server Type 5,20,Open port default risk
23005,Inova LightLink Server Type 6,20,Open port default risk
23053,Generic Notification Transport Protocol,20,Open port default risk
23272,S102 application,20,Open port default risk
23294,5AFE SDN Directory,20,Open port default risk
23333,Emulex HBAnyware Remote Management,20,Open port default risk
23400,Novar Data,20,Open port default risk
23401,Novar Alarm,20,Open port default risk
23402,Novar Global,20,Open port default risk
23456,Aequus Service,20,Open port default risk
23457,Aequus Service Mgmt,20,Open port default risk
23546,AreaGuard Neo - WebServer,20,Open port default risk
24000,med-ltp,20,Open port default risk
24001,med-fsp-rx,20,Open port default risk
24002,med-fsp-tx,20,Open port default risk
24003,med-supp,20,Open port default risk
24004,med-ovw,20,Open port default risk
24005,med-ci,20,Open port default risk
24006,med-net-svc,20,Open port default risk
24242,fileSphere,20,Open port default risk
24249,Vista 4GL,20,Open port default risk
24321,Isolv Local Directory,20,Open port default risk
24322,Transport of Human Interface Device data streams,20,Open port default risk
24386,Intel RCI,20,Open port default risk
24465,Tonido Domain Server,20,Open port default risk
24554,BINKP,20,Open port default risk
24577,bilobit Service,20,Open port default risk
24666,Service used by SmarDTV to communicate between a CAM and a second screen application,20,Open port default risk
24676,Canditv Message Service,20,Open port default risk
24677,FlashFiler,20,Open port default risk
24678,Turbopower Proactivate,20,Open port default risk
24680,TCC User HTTP Service,20,Open port default risk
24754,Citrix StorageLink Gateway,20,Open port default risk
24850,Device Association Discovery,20,Open port default risk
24922,Find Identification of Network Devices,20,Open port default risk
25000,icl-twobase1,20,Open port default risk
25001,icl-twobase2,20,Open port default risk
25002,icl-twobase3,20,Open port default risk
25003,icl-twobase4,20,Open port default risk
25004,icl-twobase5,20,Open port default risk
25005,icl-twobase6,20,Open port default risk
25006,icl-twobase7,20,Open port default risk
25007,icl-twobase8,20,Open port default risk
25008,icl-twobase9,20,Open port default risk
25009,icl-twobase10,20,Open port default risk
25471,RNSAP User Adaptation for Iurh,20,Open port default risk
25576,Sauter Dongle,20,Open port default risk
25604,Identifier Tracing Protocol,20,Open port default risk
25793,Vocaltec Address Server,20,Open port default risk
25900,TASP Network Comm,20,Open port default risk
25901,NIObserver,20,Open port default risk
25902,NILinkAnalyst,20,Open port default risk
25903,NIProbe,20,Open port default risk
25954,Bitfighter game server,20,Open port default risk
25955,Bitfighter master server,20,Open port default risk
26000,quake,20,Open port default risk
26133,Symbolic Computation Software Composability Protocol,20,Open port default risk
26208,wnn6-ds,20,Open port default risk
26257,CockroachDB,20,Open port default risk
26260,eZproxy,20,Open port default risk
26261,eZmeeting,20,Open port default risk
26262,K3 Software-Server,20,Open port default risk
26263,K3 Software-Client,20,Open port default risk
26264,De-registered,20,Open port default risk
26486,EXOline-TCP,20,Open port default risk
26487,EXOconfig,20,Open port default risk
26489,EXOnet,20,Open port default risk
27000,FLEX LM (1-10),20,Open port default risk
27017,Mongo DB,90,High risk database
27018,Mongo DB,90,High risk database
27019,Mongo DB,90,High risk database
27345,ImagePump,20,Open port default risk
27442,Job controller service,20,Open port default risk
27504,Kopek HTTP Head Port,20,Open port default risk
27782,ARS VISTA Application,20,Open port default risk
27876,Astrolink Protocol,20,Open port default risk
27999,TW Authentication/Key Distribution and,20,Open port default risk
28000,NX License Manager,20,Open port default risk
28001,PQ Service,20,Open port default risk
28017,Mongo DB,90,High risk database
28119,A27 cdma2000 RAN Management,20,Open port default risk
28200,VoxelStorm game server,20,Open port default risk
28240,Siemens GSM,20,Open port default risk
28589,Building operating system services wide area verified exchange,20,Open port default risk
29118,SGsAP in 3GPP,20,Open port default risk
29167,ObTools Message Protocol,20,Open port default risk
29168,SBcAP in 3GPP,20,Open port default risk
29169,HNBAP and RUA Common Association,20,Open port default risk
29999,data exchange protocol for IEC61850 in wind power plants,20,Open port default risk
30000,Secure Network Data Management Protocol,20,Open port default risk
30001,Pago Services 1,20,Open port default risk
30002,Pago Services 2,20,Open port default risk
30003,Amicon FPSU-IP Remote Administration,20,Open port default risk
30004,Amicon FPSU-IP VPN,20,Open port default risk
30100,Remote Window Protocol,20,Open port default risk
30260,Kingdoms Online (CraigAvenue),20,Open port default risk
30400,GroundStar RealTime System,20,Open port default risk
30832,Samsung Convergence Discovery Protocol,20,Open port default risk
30999,OpenView Service Desk Client,20,Open port default risk
31016,Kollective Agent Secure Distributed Delivery Protocol,20,Open port default risk
31020,Autotrac ACP 245,20,Open port default risk
31029,YaWN - Yet Another Windows Notifier,20,Open port default risk
31400,PACE license server,20,Open port default risk
31416,XQoS network monitor,20,Open port default risk
31457,TetriNET Protocol,20,Open port default risk
31620,lm mon,20,Open port default risk
31685,DS Expert Monitor,20,Open port default risk
31765,GameSmith Port,20,Open port default risk
31948,Embedded Device Configuration Protocol TX,20,Open port default risk
31949,Embedded Device Configuration Protocol RX,20,Open port default risk
32034,iRacing helper service,20,Open port default risk
